_index,_id,_version,_score,_source.predecoder.program_name,_source.predecoder.timestamp,_source.agent.ip,_source.agent.name,_source.agent.id,_source.manager.name,_source.data.dstuser,_source.rule.firedtimes,_source.rule.mail,_source.rule.level,_source.rule.pci_dss,_source.rule.hipaa,_source.rule.tsc,_source.rule.description,_source.rule.groups,_source.rule.id,_source.rule.nist_800_53,_source.rule.gpg13,_source.rule.gdpr,_source.decoder.parent,_source.decoder.name,_source.full_log,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,_source.data.srcuser,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.data.uid,_source.data.srcip,_source.data.euid,_source.data.tty,_source.data.srcport,_source.data.pwd,_source.data.command,_source.decoder.ftscomment,_source.data.extra_data,_source.data.audit.uid,_source.data.audit.res,_source.data.audit.auid,_source.data.audit.session,_source.data.audit.pid,_source.data.audit.id,_source.data.audit.type,_source.data.audit.key,_source.data.event_type,_source.data.audit.gid,_source.data.audit.dev,_source.data.audit.prom,_source.data.audit.old_prom,_source.data.tx_guessed,_source.data.tx_id,_source.data.app_proto,_source.data.in_iface,_source.data.src_ip,_source.data.src_port,_source.data.alert.severity,_source.data.alert.signature_id,_source.data.alert.rev,_source.data.alert.metadata.updated_at,_source.data.alert.metadata.confidence,_source.data.alert.metadata.created_at,_source.data.alert.metadata.signature_severity,_source.data.alert.gid,_source.data.alert.signature,_source.data.alert.action,_source.data.alert.category,_source.data.flow_id,_source.data.dest_ip,_source.data.proto,_source.data.http.hostname,_source.data.http.protocol,_source.data.http.http_method,_source.data.http.http_content_type,_source.data.http.length,_source.data.http.url,_source.data.http.http_user_agent,_source.data.http.status,_source.data.files,_source.data.dest_port,_source.data.pkt_src,_source.data.flow.src_ip,_source.data.flow.src_port,_source.data.flow.pkts_toserver,_source.data.flow.dest_ip,_source.data.flow.start,_source.data.flow.bytes_toclient,_source.data.flow.bytes_toserver,_source.data.flow.pkts_toclient,_source.data.flow.dest_port,_source.data.timestamp,_source.data.direction,_source.data.audit.syscall,_source.data.audit.fsgid,_source.data.audit.suid,_source.data.audit.egid,_source.data.audit.exe,_source.data.audit.file.inode,_source.data.audit.file.mode,_source.data.audit.file.name,_source.data.audit.sgid,_source.data.audit.execve.a1,_source.data.audit.execve.a0,_source.data.audit.euid,_source.data.audit.command,_source.data.audit.ppid,_source.data.audit.fsuid,_source.data.audit.exit,_source.data.audit.cwd,_source.data.audit.success,_source.data.audit.tty,_source.data.audit.arch,_source.rule.frequency,_source.previous_output,_source.data.audit.list,_source.data.id
wazuh-alerts-4.x-2025.09.06,nb0aIJkB3F8sVEMhn9Gw,1,1,sudo,2025-09-06T17:37:16.167626+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root,10,false,3,"[""10.2.5"",""10.2.2""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Successful sudo to ROOT executed.,"[""syslog"",""sudo""]",5402,"[""AU.14"",""AC.7"",""AC.6""]","[""7.6"",""7.8"",""7.13""]","[""IV_32.2""]",sudo,sudo,2025-09-06T17:37:16.167626+00:00 cyberpi sudo:     kali : TTY=pts/0 ; PWD=/home/kali ; USER=root ; COMMAND=/usr/bin/dpkg -i packages-microsoft-prod.deb,log,"Sep 6, 2025 @ 23:07:17.856",/var/log/auth.log,1757180237.85443,"Sep 6, 2025 @ 23:07:17.856",kali,"[""Sudo and Sudo Caching""]","[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]", , , ,pts/0, ,/home/kali,/usr/bin/dpkg -i packages-microsoft-prod.deb,First time user executed the sudo command, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.06,nr0aIJkB3F8sVEMhn9Gw,1,1,sudo,2025-09-06T17:37:16.581583+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root,11,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session closed.,"[""pam"",""syslog""]",5502,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-06T17:37:16.581583+00:00 cyberpi sudo: pam_unix(sudo:session): session closed for user root,log,"Sep 6, 2025 @ 23:07:17.856",/var/log/auth.log,1757180237.86016,"Sep 6, 2025 @ 23:07:17.856", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.06,l70aIJkB3F8sVEMhYtFN,1,1,sudo,2025-09-06T17:36:52.581818+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root(uid=0),9,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session opened.,"[""pam"",""syslog"",""authentication_success""]",5501,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-06T17:36:52.581818+00:00 cyberpi sudo: pam_unix(sudo:session): session opened for user root(uid=0) by kali(uid=1000),log,"Sep 6, 2025 @ 23:06:53.832",/var/log/auth.log,1757180213.82445,"Sep 6, 2025 @ 23:06:53.832",kali,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",1000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.06,mb0aIJkB3F8sVEMhYtFN,1,1,sudo,2025-09-06T17:36:52.573985+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root,8,false,3,"[""10.2.5"",""10.2.2""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Successful sudo to ROOT executed.,"[""syslog"",""sudo""]",5402,"[""AU.14"",""AC.7"",""AC.6""]","[""7.6"",""7.8"",""7.13""]","[""IV_32.2""]",sudo,sudo,2025-09-06T17:36:52.573985+00:00 cyberpi sudo:     kali : TTY=pts/0 ; PWD=/home/kali ; USER=root ; COMMAND=/usr/bin/dpkg -i packages-microsoft-prod.deb,log,"Sep 6, 2025 @ 23:06:53.832",/var/log/auth.log,1757180213.83288,"Sep 6, 2025 @ 23:06:53.832",kali,"[""Sudo and Sudo Caching""]","[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]", , , ,pts/0, ,/home/kali,/usr/bin/dpkg -i packages-microsoft-prod.deb,First time user executed the sudo command, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.06,hL0OIJkB3F8sVEMh1dEZ,1,1,sudo,2025-09-06T17:24:17.508490+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root,5,false,3,"[""10.2.5"",""10.2.2""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Successful sudo to ROOT executed.,"[""syslog"",""sudo""]",5402,"[""AU.14"",""AC.7"",""AC.6""]","[""7.6"",""7.8"",""7.13""]","[""IV_32.2""]",sudo,sudo,2025-09-06T17:24:17.508490+00:00 cyberpi sudo:     kali : TTY=pts/0 ; PWD=/home/kali ; USER=root ; COMMAND=/usr/bin/nano /var/ossec/etc/ossec.conf,log,"Sep 6, 2025 @ 22:54:19.027",/var/log/auth.log,1757179459.76873,"Sep 6, 2025 @ 22:54:19.027",kali,"[""Sudo and Sudo Caching""]","[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]", , , ,pts/0, ,/home/kali,/usr/bin/nano /var/ossec/etc/ossec.conf,First time user executed the sudo command, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.06,hb0OIJkB3F8sVEMh1dEZ,1,1,sudo,2025-09-06T17:24:17.511665+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root(uid=0),5,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session opened.,"[""pam"",""syslog"",""authentication_success""]",5501,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-06T17:24:17.511665+00:00 cyberpi sudo: pam_unix(sudo:session): session opened for user root(uid=0) by kali(uid=1000),log,"Sep 6, 2025 @ 22:54:19.050",/var/log/auth.log,1757179459.77436,"Sep 6, 2025 @ 22:54:19.050",kali,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",1000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.06,jr0QIJkB3F8sVEMhctE0,1,1,sudo,2025-09-06T17:26:06.776278+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root,7,false,3,"[""10.2.5"",""10.2.2""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Successful sudo to ROOT executed.,"[""syslog"",""sudo""]",5402,"[""AU.14"",""AC.7"",""AC.6""]","[""7.6"",""7.8"",""7.13""]","[""IV_32.2""]",sudo,sudo,2025-09-06T17:26:06.776278+00:00 cyberpi sudo:     kali : TTY=pts/1 ; PWD=/home/kali ; USER=root ; COMMAND=/usr/bin/tail -f /var/log/audit/audit.log,log,"Sep 6, 2025 @ 22:56:06.368",/var/log/auth.log,1757179566.80632,"Sep 6, 2025 @ 22:56:06.368",kali,"[""Sudo and Sudo Caching""]","[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]", , , ,pts/1, ,/home/kali,/usr/bin/tail -f /var/log/audit/audit.log,First time user executed the sudo command, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.06,er0KIJkB3F8sVEMhBdH9,1,1,sudo,2025-09-06T17:19:04.430454+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root(uid=0),2,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session opened.,"[""pam"",""syslog"",""authentication_success""]",5501,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-06T17:19:04.430454+00:00 cyberpi sudo: pam_unix(sudo:session): session opened for user root(uid=0) by kali(uid=1000),log,"Sep 6, 2025 @ 22:49:04.014",/var/log/auth.log,1757179144.73240,"Sep 6, 2025 @ 22:49:04.014",kali,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",1000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.06,e70KIJkB3F8sVEMhBdH9,1,1,sudo,2025-09-06T17:19:04.441497+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root,2,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session closed.,"[""pam"",""syslog""]",5502,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-06T17:19:04.441497+00:00 cyberpi sudo: pam_unix(sudo:session): session closed for user root,log,"Sep 6, 2025 @ 22:49:04.014",/var/log/auth.log,1757179144.73694,"Sep 6, 2025 @ 22:49:04.014", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.06,h70PIJkB3F8sVEMhV9Er,1,1,sshd-session,2025-09-06T17:24:49.397679+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,kali,1,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication success.,"[""syslog"",""sshd"",""authentication_success""]",5715,"[""AU.14"",""AC.7""]","[""7.1"",""7.2""]","[""IV_32.2""]",sshd,sshd,2025-09-06T17:24:49.397679+00:00 cyberpi sshd-session[2093]: Accepted password for kali from 192.168.1.37 port 54571 ssh2,log,"Sep 6, 2025 @ 22:54:50.916",/var/log/auth.log,1757179490.78279,"Sep 6, 2025 @ 22:54:50.916", ,"[""Valid Accounts"",""Remote Services""]","[""T1078"",""T1021""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access"",""Lateral Movement""]", ,192.168.1.37, , ,54571, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.06,eL0JIJkB3F8sVEMhx9EH,1,1,sudo,2025-09-06T17:18:49.512401+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root(uid=0),1,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session opened.,"[""pam"",""syslog"",""authentication_success""]",5501,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-06T17:18:49.512401+00:00 cyberpi sudo: pam_unix(sudo:session): session opened for user root(uid=0) by kali(uid=1000),log,"Sep 6, 2025 @ 22:48:50.278",/var/log/auth.log,1757179130.72259,"Sep 6, 2025 @ 22:48:50.278",kali,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",1000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.06,kb0TIJkB3F8sVEMhbdF2,1,1,sshd-session,2025-09-06T17:29:23.703865+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,kali,8,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session closed.,"[""pam"",""syslog""]",5502,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-06T17:29:23.703865+00:00 cyberpi sshd-session[2093]: pam_unix(sshd:session): session closed for user kali,log,"Sep 6, 2025 @ 22:59:25.016",/var/log/auth.log,1757179765.82042,"Sep 6, 2025 @ 22:59:25.016", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.06,gr0OIJkB3F8sVEMhR9GT,1,1,sudo,2025-09-06T17:23:40.817241+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root,4,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session closed.,"[""pam"",""syslog""]",5502,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-06T17:23:40.817241+00:00 cyberpi sudo: pam_unix(sudo:session): session closed for user root,log,"Sep 6, 2025 @ 22:53:40.843",/var/log/auth.log,1757179420.75957,"Sep 6, 2025 @ 22:53:40.843", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.06,xr0nIJkB3F8sVEMhN9FH,1,1,sudo,2025-09-06T17:50:55.091697+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root,22,false,3,"[""10.2.5"",""10.2.2""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Successful sudo to ROOT executed.,"[""syslog"",""sudo""]",5402,"[""AU.14"",""AC.7"",""AC.6""]","[""7.6"",""7.8"",""7.13""]","[""IV_32.2""]",sudo,sudo,2025-09-06T17:50:55.091697+00:00 cyberpi sudo:     kali : TTY=pts/0 ; PWD=/home/kali ; USER=root ; COMMAND=/usr/bin/apt-get install -y wget curl gnupg apt-transport-https software-properties-common,log,"Sep 6, 2025 @ 23:20:56.067",/var/log/auth.log,1757181056.103030,"Sep 6, 2025 @ 23:20:56.067",kali,"[""Sudo and Sudo Caching""]","[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]", , , ,pts/0, ,/home/kali,/usr/bin/apt-get install -y wget curl gnupg apt-transport-https software-properties-common,First time user executed the sudo command, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.06,x70nIJkB3F8sVEMhN9FH,1,1,sudo,2025-09-06T17:50:55.094374+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root(uid=0),23,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session opened.,"[""pam"",""syslog"",""authentication_success""]",5501,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-06T17:50:55.094374+00:00 cyberpi sudo: pam_unix(sudo:session): session opened for user root(uid=0) by kali(uid=1000),log,"Sep 6, 2025 @ 23:20:56.068",/var/log/auth.log,1757181056.103696,"Sep 6, 2025 @ 23:20:56.068",kali,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",1000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.06,0L0oIJkB3F8sVEMh59H5,1,1,sudo,2025-09-06T17:52:54.337361+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root(uid=0),26,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session opened.,"[""pam"",""syslog"",""authentication_success""]",5501,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-06T17:52:54.337361+00:00 cyberpi sudo: pam_unix(sudo:session): session opened for user root(uid=0) by kali(uid=1000),log,"Sep 6, 2025 @ 23:22:54.235",/var/log/auth.log,1757181174.107965,"Sep 6, 2025 @ 23:22:54.235",kali,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",1000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.06,0r0pIJkB3F8sVEMhh9FJ,1,1,sudo,2025-09-06T17:53:27.279689+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root(uid=0),27,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session opened.,"[""pam"",""syslog"",""authentication_success""]",5501,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-06T17:53:27.279689+00:00 cyberpi sudo: pam_unix(sudo:session): session opened for user root(uid=0) by kali(uid=1000),log,"Sep 6, 2025 @ 23:23:28.244",/var/log/auth.log,1757181208.108810,"Sep 6, 2025 @ 23:23:28.244",kali,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",1000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.06,270vIJkB3F8sVEMhD9FI,1,1,sudo,2025-09-06T17:59:27.687419+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root(uid=0),29,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session opened.,"[""pam"",""syslog"",""authentication_success""]",5501,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-06T17:59:27.687419+00:00 cyberpi sudo: pam_unix(sudo:session): session opened for user root(uid=0) by kali(uid=1000),log,"Sep 6, 2025 @ 23:29:28.667",/var/log/auth.log,1757181568.112198,"Sep 6, 2025 @ 23:29:28.667",kali,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",1000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.06,5L0yIJkB3F8sVEMhl9Ez,1,1,sudo,2025-09-06T18:03:21.996824+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root(uid=0),1,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session opened.,"[""pam"",""syslog"",""authentication_success""]",5501,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-06T18:03:21.996824+00:00 cyberpi sudo: pam_unix(sudo:session): session opened for user root(uid=0) by kali(uid=1000),log,"Sep 6, 2025 @ 23:33:23.018",/var/log/auth.log,1757181803.115152,"Sep 6, 2025 @ 23:33:23.018",kali,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",1000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.06,_r1kIJkB3F8sVEMhWNGr,1,1,sudo,2025-09-06T18:57:48.892309+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root(uid=0),2,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session opened.,"[""pam"",""syslog"",""authentication_success""]",5501,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-06T18:57:48.892309+00:00 cyberpi sudo: pam_unix(sudo:session): session opened for user root(uid=0) by kali(uid=1000),log,"Sep 7, 2025 @ 00:27:48.000",/var/log/auth.log,1757185068.116581,"Sep 7, 2025 @ 00:27:48.000",kali,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",1000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.06,0b0pIJkB3F8sVEMhItGN,1,1,sudo,2025-09-06T17:53:05.891517+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root,26,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session closed.,"[""pam"",""syslog""]",5502,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-06T17:53:05.891517+00:00 cyberpi sudo: pam_unix(sudo:session): session closed for user root,log,"Sep 6, 2025 @ 23:23:06.211",/var/log/auth.log,1757181186.108420,"Sep 6, 2025 @ 23:23:06.211", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.06,170pIJkB3F8sVEMh6NHy,1,1,sudo,2025-09-06T17:53:53.807670+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root,28,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session closed.,"[""pam"",""syslog""]",5502,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-06T17:53:53.807670+00:00 cyberpi sudo: pam_unix(sudo:session): session closed for user root,log,"Sep 6, 2025 @ 23:23:54.513",/var/log/auth.log,1757181234.111284,"Sep 6, 2025 @ 23:23:54.513", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.06,3L0vIJkB3F8sVEMhKtEu,1,1,sudo,2025-09-06T17:59:39.882436+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root,29,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session closed.,"[""pam"",""syslog""]",5502,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-06T17:59:39.882436+00:00 cyberpi sudo: pam_unix(sudo:session): session closed for user root,log,"Sep 6, 2025 @ 23:29:41.295",/var/log/auth.log,1757181581.112653,"Sep 6, 2025 @ 23:29:41.295", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.08,MWNHJ5kBPuMLH1IK35OP,1,1,sudo,2025-09-08T03:04:01.756901+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root,1,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session closed.,"[""pam"",""syslog""]",5502,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-08T03:04:01.756901+00:00 cyberpi sudo: pam_unix(sudo:session): session closed for user root,log,"Sep 8, 2025 @ 08:34:03.306",/var/log/auth.log,1757300643.1970,"Sep 8, 2025 @ 08:34:03.306", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
